Story_body,Question,Answer,Story_flow,Story_type,Question_type
Aria entered the back_yard. Hunter entered the crawlspace. Hunter exited the crawlspace. Benjamin entered the back_yard. Benjamin hates the spinach. The grapefruit is in the container. The container is in the back_yard. Benjamin moved the grapefruit to the drawer. The drawer is in the back_yard. Aria exited the back_yard. Benjamin exited the back_yard. Aria entered the crawlspace. Benjamin dislikes the boots.,Where was the grapefruit at the beginning?,container,"['enter_agent_1', 'agent_2_enters', 'agent_2_exits', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",memory,second_order_false_belief
Hannah dislikes the onion. Owen entered the TV_room. Noah entered the TV_room. The celery is in the envelope. The envelope is in the TV_room. Owen exited the TV_room. Hannah dislikes the slippers. Noah moved the celery to the bottle. The bottle is in the TV_room. Owen entered the TV_room.,Where does Noah think that Owen searches for the celery?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc']",second_order_1_no_tom,false_belief
Mia dislikes the t-shirt. Mia entered the hall. Emily entered the hall. The persimmon is in the bottle. The bottle is in the hall. Emily moved the persimmon to the bucket. The bucket is in the hall. Mia exited the hall. Emily exited the hall. Evelyn entered the hall. Mia entered the hall.,Where was the persimmon at the beginning?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc', 'agent_2_enters']",memory,second_order_false_belief
Hannah entered the garden. Jayden loves the celery. Chloe hates the melon. Jayden entered the garden. The cherry is in the bottle. The bottle is in the garden. Jayden exited the garden. Hannah moved the cherry to the cupboard. The cupboard is in the garden. Chloe entered the garden. Jayden entered the dining_room.,Where was the cherry at the beginning?,bottle,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_alt_loc', 'agent_2_enters']",memory,false_belief
Elizabeth entered the porch. Owen entered the porch. The peach is in the drawer. The drawer is in the porch. Aria entered the garden. Aria exited the garden. Elizabeth moved the peach to the basket. The basket is in the porch. Owen exited the porch.,Where does Elizabeth think that Owen searches for the peach?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_2_exits', 'agent_1_exits']",second_order_0_no_tom,true_belief
Logan entered the pantry. Jayden entered the pantry. Ella entered the pantry. The lemon is in the envelope. The envelope is in the pantry. Logan moved the lemon to the pantry. The pantry is in the pantry. Ella exited the pantry. Logan exited the pantry. Ella entered the TV_room.,Where will Logan look for the lemon?,pantry,"['enter_agent_0', 'agent_2_enters', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_no_tom,second_order_false_belief
Mason entered the crawlspace. Isla entered the crawlspace. The belt is in the basket. The basket is in the crawlspace. Isla exited the crawlspace. Isla entered the office. Mason hates the carrot. Mason moved the belt to the drawer. The drawer is in the crawlspace.,Where is the belt really?,drawer,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_alt_loc', 'agent_0_moves_obj']",reality,true_belief
Sophia entered the crawlspace. Alexander entered the crawlspace. Alexander likes the belt. The green_pepper is in the bathtub. The bathtub is in the crawlspace. Alexander exited the crawlspace. Sophia moved the green_pepper to the cupboard. The cupboard is in the crawlspace.,Where does Alexander think that Sophia searches for the green_pepper?,bathtub,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",second_order_1_tom,false_belief
Lucas entered the playroom. Jacob entered the front_yard. Amelia entered the front_yard. The stockings is in the suitcase. The suitcase is in the front_yard. Lucas exited the playroom. Jacob exited the front_yard. Jacob entered the playroom. Amelia moved the stockings to the container. The container is in the front_yard.,Where will Jacob look for the stockings?,suitcase,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_2_exits', 'agent_1_reenters_alt_loc', 'agent_0_moves_obj']",first_order_0_tom,true_belief
Mila entered the den. Isla entered the den. The banana is in the bucket. The bucket is in the den. Isla moved the banana to the bottle. The bottle is in the den. Mila exited the den. Jackson entered the den. Isla exited the den. Mila entered the hall.,Where does Isla think that Mila searches for the banana?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc']",second_order_1_no_tom,second_order_false_belief
Sophia entered the staircase. Mason entered the playroom. Liam entered the staircase. Sophia likes the gloves. The radish is in the bathtub. The bathtub is in the staircase. Sophia exited the staircase. Liam moved the radish to the envelope. The envelope is in the staircase. Liam exited the staircase. Sophia entered the playroom.,Where will Sophia look for the radish?,bathtub,"['enter_agent_1', 'agent_2_enters', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",first_order_0_tom,second_order_false_belief
Liam entered the bedroom. Isabella entered the bedroom. Liam likes the jacket. The carrot is in the bottle. The bottle is in the bedroom. Aria entered the workshop. Isabella moved the carrot to the treasure_chest. The treasure_chest is in the bedroom. Liam exited the bedroom.,Where will Isabella look for the carrot?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits']",first_order_1_no_tom,true_belief
Chloe entered the garden. Chloe hates the jacket. Logan entered the garden. The persimmon is in the suitcase. The suitcase is in the garden. Chloe exited the garden. Jackson entered the porch. Logan moved the persimmon to the treasure_chest. The treasure_chest is in the garden. Logan exited the garden. Chloe entered the garden.,Where does Chloe think that Logan searches for the persimmon?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_tom,second_order_false_belief
Evelyn entered the bathroom. Jack entered the bathroom. Jack exited the bathroom. Ethan entered the bathroom. The scarf is in the pantry. The pantry is in the bathroom. Ethan moved the scarf to the crate. The crate is in the bathroom. Evelyn exited the bathroom. Evelyn likes the melon.,Where is the scarf really?,crate,"['enter_agent_1', 'agent_2_enters', 'agent_2_exits', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits']",reality,true_belief
Mason entered the closet. Mason likes the strawberry. Jackson entered the closet. The belt is in the cupboard. The cupboard is in the closet. Mason exited the closet. Jackson moved the belt to the suitcase. The suitcase is in the closet. Aiden entered the closet.,Where will Mason look for the belt?,cupboard,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters']",first_order_0_tom,false_belief
Isla entered the garden. Isabella entered the garden. Isla loves the pants. The jeans is in the drawer. The drawer is in the garden. Isabella moved the jeans to the treasure_chest. The treasure_chest is in the garden. Jackson entered the basement. Isla exited the garden. Isla entered the garden.,Where does Isla think that Isabella searches for the jeans?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters', 'agent_1_reenters_loc']",second_order_0_no_tom,true_belief
Owen entered the cellar. Jack entered the cellar. The apple is in the cupboard. The cupboard is in the cellar. Owen moved the apple to the treasure_chest. The treasure_chest is in the cellar. Jack exited the cellar. Owen exited the cellar. Jack entered the cellar. Olivia entered the cellar.,Where does Jack think that Owen searches for the apple?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc', 'agent_2_enters']",second_order_1_no_tom,second_order_false_belief
Ethan entered the dining_room. Lily entered the dining_room. The eggplant is in the basket. The basket is in the dining_room. Lily moved the eggplant to the bathtub. The bathtub is in the dining_room. Ethan exited the dining_room. Lily exited the dining_room. Ethan entered the dining_room. Ethan likes the apple.,Where is the eggplant really?,bathtub,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",reality,second_order_false_belief
Aria entered the living_room. Charlotte entered the living_room. The pumpkin is in the basket. The basket is in the living_room. Charlotte exited the living_room. Aria moved the pumpkin to the suitcase. The suitcase is in the living_room.,Where was the pumpkin at the beginning?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Ella entered the porch. Isabella entered the porch. Aria entered the living_room. The corn is in the envelope. The envelope is in the porch. Isabella exited the porch. Ella likes the persimmon. Ella moved the corn to the pantry. The pantry is in the porch. Aria exited the living_room. Isabella entered the living_room.,Where was the corn at the beginning?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_alt_loc', 'agent_2_exits']",memory,false_belief
Liam entered the lounge. Benjamin entered the lounge. The radish is in the cupboard. The cupboard is in the lounge. Benjamin exited the lounge. Liam moved the radish to the envelope. The envelope is in the lounge. Liam exited the lounge. Benjamin entered the lounge.,Where does Liam think that Benjamin searches for the radish?,cupboard,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_tom,second_order_false_belief
Emily entered the staircase. Sophia entered the staircase. The pumpkin is in the bucket. The bucket is in the staircase. Emily moved the pumpkin to the treasure_chest. The treasure_chest is in the staircase. Sophia exited the staircase. Emily exited the staircase. Sophia entered the staircase.,Where will Emily look for the pumpkin?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",first_order_0_no_tom,second_order_false_belief
Hannah loves the pineapple. Hannah entered the porch. Hunter entered the porch. The underclothes is in the crate. The crate is in the porch. Hunter exited the porch. Hunter dislikes the strawberry. Hunter entered the porch. Hannah moved the underclothes to the bucket. The bucket is in the porch.,Where was the underclothes at the beginning?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",memory,true_belief
Mila entered the living_room. Charlotte entered the living_room. The grapes is in the cupboard. The cupboard is in the living_room. Lucas entered the sunroom. Mila moved the grapes to the bathtub. The bathtub is in the living_room. Charlotte exited the living_room.,Where does Mila think that Charlotte searches for the grapes?,bathtub,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits']",second_order_0_no_tom,true_belief
Abigail entered the patio. Mason entered the patio. Mia entered the patio. The asparagus is in the bucket. The bucket is in the patio. Abigail moved the asparagus to the container. The container is in the patio. Mason exited the patio. Abigail exited the patio. Mason likes the green_pepper. Mason entered the patio.,Where does Abigail think that Mason searches for the asparagus?,container,"['enter_agent_0', 'enter_agent_1', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_no_tom,second_order_false_belief
Lucas dislikes the grapes. Noah entered the office. Charlotte entered the crawlspace. Lucas entered the crawlspace. Lucas loves the asparagus. The cap is in the treasure_chest. The treasure_chest is in the crawlspace. Noah exited the office. Lucas exited the crawlspace. Lucas entered the crawlspace. Charlotte moved the cap to the envelope. The envelope is in the crawlspace.,Where was the cap at the beginning?,treasure_chest,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_2_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",memory,true_belief
